thanks for always giving us great content melonie and grats on 60k.  Im so happy for you with how much this channel has grown this last month.

thank you for reporting this  melonie. I really appreciate your news updates and views on current media trends. sad to see so much corporate corruption out there.  but glad we have people like yourself brave enough to stand up and say something about it. stay true  always. new sub.
