hey melonie  love your videos. Im a bit of a sissy and mostly play videogames on normal mode  and especially fire emblem I only played on normal and casual. your coverage regarding difficulty in games have finally pushed me to try and play awakening on hard and classic.

melonie  you probably get this a lot  but you ve inspired me to finally get myself in shape. thank you for that  and may the Lord continue to bless you.
