preach the good word  melonie  about the faith

from a fellow tattooed Christian. p.s. continuing to pray for you  and also love your hair.

hI melonie I just wanted say thank you for sharing your thoughts on Bible scriptures.take care melonie

thanks for delivering that message  as I realize now I was veering in that direction a little bit and I need to straighten up before that leads somewhere bad.
